large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
60,ashikaga_sano,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,5,3,0,0,0,0,0,0,0,3,0,3,3,3,0,7,29,14,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,20,43,40,22,190,0,0,4,0,0,37,5,3,7,50,0,284,788
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ibaraki_north,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
63,tochigi_north,0,0,0,3,0,0,0,0,2,3,2,0,0,0,0,8,0,3,0,0,0,0,0,0,3,0,3,6,0,0,0,9,0,0,0,0,3,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,2,0,0,4,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,82
64,gunma_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,gunma_other_ueno_kanna_nanmoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,hokkaido_tohoku,0,18,0,4,9,10,15,7,9,5,0,0,3,0,26,12,7,4,3,0,12,6,0,3,7,18,22,3,4,46,0,13,3,30,23,3,6,18,0,0,14,22,40,2,0,0,17,12,10,0,16,0,23,20,25,0,29,7,31,31,13,0,0,0,0,0,0,0,0,0,0,0,0,662
67,hokuriku,167,13,0,3,0,4,7,9,15,5,19,6,4,0,4,6,10,3,3,6,8,13,0,7,4,7,12,3,30,10,0,13,7,9,10,9,3,3,4,7,6,21,20,13,0,6,23,2,0,4,10,6,7,25,17,2,50,17,12,10,28,0,0,0,0,0,0,0,0,0,0,0,0,721
68,yamanashi_nagano,3,0,0,0,0,0,0,17,10,5,0,3,3,0,9,12,3,1,0,0,0,0,0,0,3,14,3,4,16,6,0,3,0,4,19,0,0,4,0,0,7,10,0,0,0,5,6,3,10,4,0,0,0,0,3,0,11,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,211
69,shizuoka,0,19,0,0,0,7,42,16,20,0,2,22,0,4,28,12,0,5,0,0,4,10,0,23,14,9,16,17,9,25,3,9,3,25,10,6,7,3,10,3,13,8,10,12,0,0,11,9,3,4,8,11,6,13,6,1,15,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,533
70,chubu_west,14,66,4,40,15,86,113,69,143,23,4,32,7,45,77,85,14,65,9,9,114,61,14,30,169,108,139,62,187,332,6,60,51,110,96,15,6,26,27,7,133,100,151,18,12,43,60,147,29,53,60,58,47,187,93,31,253,105,108,87,120,0,0,0,0,0,0,0,0,0,0,0,0,4436
71,overseas,12,23,0,43,0,0,2,0,4,4,0,0,0,0,9,0,0,9,0,10,0,6,0,0,17,6,4,9,6,14,0,3,0,32,21,3,0,9,8,22,4,24,18,0,0,5,0,9,38,0,0,3,4,9,5,3,7,4,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,436
999,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
○special_products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(unit: vehicles/day)
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,46,43,0,34,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,159
1,tokyo_meguro_shinagawa_ota,0,174,0,64,0,0,3,0,3,0,0,17,6,0,29,63,3,0,0,0,0,3,0,0,3,0,0,10,0,10,0,0,3,3,3,0,0,12,4,0,0,3,6,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,3,0,26,13,0,194,737
2,tokyo_toshima_bunkyo_shinjuku_shibuya,5,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
3,tokyo_arakawa_taito_sumida_koto,0,7,0,38,0,3,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,7,0,3,0,15,7,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,9,3,0,6,26,24,73,285
4,tokyo_nakano_suginami_setagaya,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
5,tokyo_nerima_itabashi_kita,11,17,23,40,17,29,29,17,6,0,0,0,0,4,0,0,0,0,5,0,0,6,0,0,6,0,6,6,112,2,0,0,6,0,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,407
6,tokyo_adachi_katsushika_edogawa,0,23,0,29,0,0,57,4,0,0,0,9,0,0,3,39,0,0,0,0,0,0,0,0,3,0,0,158,21,18,11,0,0,3,0,0,0,22,92,0,9,53,23,9,0,0,0,0,0,4,0,0,0,38,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,52,697
7,chofu_nishitokyo_fuchu_musashino_etc,0,0,0,0,0,0,3,99,19,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,0,3,3,9,12,41,247
8,machida_tama_hachioji_inagi_etc,3,0,0,6,0,0,0,4,84,12,0,0,3,4,3,0,0,26,3,0,0,0,0,0,0,0,2,2,4,0,0,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,3,12,0,2,201
9,mizuho_fussa_hamura_akiruno_etc,0,0,0,0,0,3,0,61,7,51,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,67,0,3,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,17,6,0,3,9,3,11,276
10,yokohama_nishi_naka,0,0,0,0,0,0,0,0,0,0,31,15,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,5,83
11,yokohama_isogo_minami_kanazawa_konan,0,0,0,7,3,0,0,0,0,0,19,62,10,5,17,29,0,8,7,0,0,0,0,0,0,11,6,0,0,5,0,0,0,0,0,10,0,0,3,0,0,0,3,10,0,8,3,0,0,6,0,0,0,3,0,0,0,0,10,0,0,0,10,0,0,0,17,0,0,14,24,0,14,326
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,0,8,3,0,3,0,0,0,0,0,21,12,15,3,0,0,0,0,0,0,0,0,3,3,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,22,10,0,18,168
13,yokohama_kohoku_tsuzuki_midori_aoba,3,3,1,3,3,0,0,0,0,0,0,0,7,13,3,3,0,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,129
14,yokohama_tsurumi_kanagawa,0,3,0,0,0,0,0,0,0,0,10,19,9,7,45,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,17,154
15,kawasaki_kawasaki_saiwai_nakahara,0,8,0,12,0,0,6,3,0,0,0,17,8,6,32,136,8,3,3,0,6,8,0,0,3,8,0,2,6,5,0,0,0,6,6,0,0,14,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,3,3,3,3,0,3,6,0,0,12,10,0,30,20,0,382,809
16,kawasaki_takatsu_miyamae_tama_asao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9
17,sagamihara_city,4,4,0,0,0,0,0,19,15,8,7,11,0,0,4,17,0,54,2,0,0,20,0,0,15,18,0,2,16,0,2,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13,0,9,10,7,0,32,311
18,yokosuka_miura,0,0,0,0,0,0,3,0,0,0,0,4,0,0,27,13,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,6,82
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
20,fujisawa_chigasaki_samukawa,0,0,0,0,0,0,0,0,0,0,3,3,7,0,13,10,0,0,3,0,10,10,0,0,3,10,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,7,7,0,6,7,0,10,126
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,79,22,13,19,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,174
22,odawara_manazuru_yugawara_hakone,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,6,0,9,87
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,13,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39
24,atsugi_hadano_kiyokawa_isehara_etc,0,0,0,4,0,18,0,0,11,0,0,10,0,4,6,7,0,9,7,0,42,12,7,0,128,24,0,0,0,7,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,17,18,0,37,393
25,zama_yamato_ebina_ayase,6,23,8,28,8,6,28,0,14,0,0,0,32,0,3,41,12,58,3,0,14,34,0,0,6,86,3,0,0,2,0,0,0,2,3,2,0,0,5,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,35,9,0,40,541
26,saitama_city,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,12,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,12,0,8,66,450
27,kawaguchi_warabi_toda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,0,31,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,9,148
28,asaka_wako_niiza_tokorozawa_etc,0,0,0,0,0,0,30,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,10,5,0,0,0,11,0,10,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,39,5,0,3,5,0,10,221
29,soka_kasukabe_misato_koshigaya_etc,0,0,0,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,79,0,3,0,24,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,0,19,3,0,0,0,0,4,0,3,0,25,0,0,10,0,0,16,3,3,3,3,7,37,315
30,hanno_hidaka_moroyama_ogose_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,0,0,3,7,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,10,10,3,0,17,3,0,7,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,13,0,16,139
32,ageo_konosu_okegawa_kitamoto_etc,0,0,0,5,3,3,5,3,0,3,0,0,0,0,0,0,0,6,5,0,3,5,3,0,0,0,6,12,5,18,0,21,16,16,13,3,0,3,0,5,3,3,3,3,5,11,3,0,0,0,12,5,0,0,5,3,3,6,0,3,3,0,0,0,0,0,49,49,0,17,153,0,10,511
33,kuki_kazo_hanyu_gyoda_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,4,4,18,14,4,0,0,0,4,0,0,0,0,0,0,0,0,7,4,4,0,0,0,4,4,7,3,11,4,3,0,0,0,0,0,3,0,0,0,0,0,7,124
34,kumagaya_fukaya_ogawa_yorii_etc,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,7,3,11,0,7,7,23,112,7,7,7,3,3,0,3,3,13,0,0,0,3,0,0,0,3,0,6,3,0,29,61,3,0,0,0,6,3,0,0,118,3,42,3,11,17,69,620
35,honjo_kamikawa_kamisato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,67
36,chichibu_yokoze_minano_nagatoro_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
37,chiba_city,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,104,14,3,0,7,25,7,0,0,6,0,0,7,3,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,10,0,6,0,25,0,14,273
38,ichikawa_urayasu_narashino_funabashi,0,11,0,14,0,4,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,12,33,32,0,0,0,8,0,0,0,0,0,50,0,0,0,4,7,0,0,0,4,4,7,0,0,0,0,0,11,0,0,4,0,0,25,259
39,matsudo_kamagaya_kashiwa_abiko,0,0,0,8,0,3,5,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,13,0,0,0,0,27,0,14,7,4,0,0,0,7,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,15,4,0,0,11,0,4,170
40,nagareyama_noda,0,0,0,9,0,7,18,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,5,0,30,0,0,0,5,4,0,0,22,30,41,37,15,0,5,0,6,4,15,1,1,1,6,0,1,9,5,2,0,0,0,0,0,1,4,0,0,22,0,0,0,7,0,34,387
41,yachiyo_sakura_narita_shiroi_etc,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,51,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,6,11,0,24,131
42,ichihara_city,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,0,0,0,2,0,0,0,5,13,4,0,19,39,44,0,35,8,7,9,0,27,0,0,13,0,0,13,0,4,0,0,0,0,9,0,0,7,9,0,0,11,23,84,411
43,kisarazu_sodegaura_kimitsu_futtsu,131,203,65,0,65,0,0,0,0,0,87,22,0,65,65,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,50,0,0,2,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,8,820
44,katsuura_otaki_tateyama_kamogawa_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
45,choshi_asahi_sosa_katori_etc,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,3,0,146,5,0,3,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,274
46,togane_mobara_sanmu_oamishirasato_etc,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0,0,12,15,3,0,11,29,0,0,0,0,0,0,3,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,10,121
47,tsuchiura_ishioka_omitama_kasumigaura_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,30,32,15,13,11,11,0,11,26,0,0,0,0,4,0,0,11,0,0,8,0,0,0,0,0,23,234
48,koga_shimotsuma_yachiyo_goka_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,31,0,0,0,0,7,0,0,7,0,6,6,0,0,0,0,0,0,17,0,0,3,7,10,66,171
49,tsukuba_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,5,52,4,0,0,0,1,61,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,152
50,joso_bando,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,1,1,0,0,0,0,7,3,0,0,0,7,0,3,1,3,15,0,0,3,5,1,0,5,0,0,1,0,1,0,0,0,2,0,0,0,2,17,7,108
51,ryugasaki_toride_ushiku_moriya_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,135,3,68,6,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,263
52,inashiki_miho_kawachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,4,0,0,21,0,3,2,21,0,36,201,9,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,320
53,kashima_kamisu_namegata_itako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,6,3,0,3,0,0,40,0,0,3,0,0,0,0,0,0,3,3,0,59,18,6,0,3,0,725,885
54,mito_hitachi_kasama_hitachinaka_etc,254,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,6,70,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,52,410
