large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,12,24,0,0,19,0,0,0,424,0,66,1685,5149,4261,136,0,1446,2249,12,6,0,0,30,0,79,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,259,17426
13,yokohama_kohoku_tsuzuki_midori_aoba,5,20,0,5,5,5,0,4,23,0,5,3,12,16,381,678,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1184
14,yokohama_tsurumi_kanagawa,12,114,13,0,0,0,0,6,0,0,3086,16,198,310,4162,38,20,0,6,0,17,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,25,347,95,13,378,0,396,9392
15,kawasaki_kawasaki_saiwai_nakahara,9,1583,31,113,57,118,102,0,148,0,11,0,0,25,431,4326,116,139,0,203,0,101,0,0,45,251,0,64,0,0,0,0,0,0,46,0,0,117,0,181,0,150,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,71,8510
16,kawasaki_takatsu_miyamae_tama_asao,0,1017,0,0,5749,0,0,0,0,0,3,0,0,41,7,601,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9566
17,sagamihara_city,0,14,0,7,0,0,4,15,3379,1,0,25,14,8,23,21,0,6513,0,8,20,3,0,7,272,14,1,0,14,0,0,0,0,0,30,0,7,150,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,218,0,2,0,391,2,60,11410
18,yokosuka_miura,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
20,fujisawa_chigasaki_samukawa,0,0,0,9,0,0,0,0,0,0,0,0,19,0,0,0,30,0,0,0,1,5,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,126
22,odawara_manazuru_yugawara_hakone,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,0,0,46,0,0,0,552,0,0,0,0,0,0,0,0,0,142,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,103,46,0,255,18,0,45,3765
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,0,0,0,0,0,287,0,0,0,0,0,2,0,0,41,0,0,0,202,348,1909,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,4,0,36,93,12,0,0,3657
24,atsugi_hadano_kiyokawa_isehara_etc,49,23,5,7,21,30,22,60,23,10,0,35,73,34,25,37,0,47,15,20,83,3,3,3,2049,121,0,0,42,19,0,0,0,0,17,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,15,0,0,0,0,0,0,0,116,5,3,70,138,0,98,3460
25,zama_yamato_ebina_ayase,0,31,0,0,0,0,0,0,66,0,0,0,56,0,13,0,34,55,0,25,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,25,0,0,326
26,saitama_city,0,0,0,142,0,199,8,0,0,0,0,0,0,0,0,0,0,39,0,0,6,6,0,5,0,0,27968,8,24,1879,0,0,634,0,39,0,0,0,0,78,0,6,0,0,0,0,0,0,15,43,13,0,0,0,9,13,3,0,12,4,0,0,0,10,1,0,0,2,8,13,6,0,15,31208
27,kawaguchi_warabi_toda,18,85,1661,20,72,75,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,3679,574,1,0,25,92,0,0,0,0,1,209,44,0,1,0,0,0,37,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,57,4,26,6945
28,asaka_wako_niiza_tokorozawa_etc,3,3,0,0,22,0,0,421,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,24268,0,8,15,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,8,27662
29,soka_kasukabe_misato_koshigaya_etc,145,110,397,322,132,240,2851,403,160,2,67,247,58,0,23,1,1,100,0,0,0,22,0,0,197,0,263,421,543,2333,0,0,76,0,0,0,86,0,6,0,85,0,0,151,0,0,0,12,0,0,0,0,0,0,141,73,274,0,295,0,0,0,0,0,35,0,3,0,64,0,0,0,31,10370
30,hanno_hidaka_moroyama_ogose_etc,813,0,109,968,174,720,211,1253,412,1045,695,234,0,42,0,818,103,0,0,0,0,49,0,40,0,0,1139,399,535,1725,621,48,0,1198,244,0,68,33,0,127,0,0,1,0,0,0,0,105,0,8,0,0,0,0,45,105,59,147,222,106,0,0,0,0,0,0,28,25,1369,0,2,0,1045,17094
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,94
32,ageo_konosu_okegawa_kitamoto_etc,0,0,0,0,0,0,0,48,0,11,0,0,0,0,27,0,42,0,0,0,0,0,0,0,0,0,12,0,20,0,0,6,48,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,0,3,0,28,309
33,kuki_kazo_hanyu_gyoda_etc,0,0,0,0,0,138,0,11,11,0,0,0,0,0,22,22,0,109,0,0,0,0,0,0,0,0,248,47,3,141,10,19,1575,745,389,0,0,0,22,0,0,5,0,0,0,0,0,104,0,0,0,11,0,0,0,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,208,0,29,3910
34,kumagaya_fukaya_ogawa_yorii_etc,109,8,143,112,33,177,403,1257,269,36,0,46,16,0,0,0,84,261,0,0,165,8,0,8,42,10,795,149,851,464,212,1408,76,1554,2501,265,379,26,0,11,7,25,128,224,0,0,0,62,673,71,177,0,0,76,1005,969,1630,764,952,364,79,0,44,1185,169,0,92,96,707,0,179,0,4244,25800
35,honjo_kamikawa_kamisato,0,0,0,0,0,0,0,13,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45,0,38,0,0,109,0,144,281,567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,91,49,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1378
36,chichibu_yokoze_minano_nagatoro_etc,151,0,56,101,11,506,11,166,131,1033,0,44,12,0,42,136,36,233,0,0,0,36,28,0,28,109,518,402,2660,268,11,392,251,1181,2138,50,3577,187,414,28,0,84,148,70,0,0,0,86,11,33,0,17,56,203,0,3,1018,87,94,92,39,0,0,38,0,0,279,270,352,115,202,0,1487,19730
37,chiba_city,872,102,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381,890,0,0,4,259,53,4,5,0,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,11,0,0,614,0,53,0,0,0,80,5458
38,ichikawa_urayasu_narashino_funabashi,0,0,0,2000,0,0,814,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1223,0,0,0,0,0,0,0,0,7310,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,793,0,96,13102
39,matsudo_kamagaya_kashiwa_abiko,0,8,0,8,0,8,20,15,8,8,0,0,0,0,29,38,0,0,0,0,66,0,0,0,0,0,8,8,0,35,0,0,0,180,0,0,0,8,50,3834,759,57,8,8,0,1,84,11,8,0,0,11,0,21,11,0,0,43,11,294,0,0,0,0,0,0,354,112,0,0,123,0,0,6242
40,nagareyama_noda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,yachiyo_sakura_narita_shiroi_etc,0,0,52,0,8,0,0,15,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,285,161,0,3320,0,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,31,0,158,4140
42,ichihara_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1039,0,14,0,24,621,6,0,0,0,60,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807
43,kisarazu_sodegaura_kimitsu_futtsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1787,42,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,39,2178
44,katsuura_otaki_tateyama_kamogawa_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,43,946,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1038
45,choshi_asahi_sosa_katori_etc,0,2,0,0,2,4,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,3,0,0,0,0,0,32,1,0,0,0,0,1304,7,1,0,0,0,0,0,14,1,4,0,4,9,0,0,0,1,0,0,0,4,2,0,19,70,0,37,1534
46,togane_mobara_sanmu_oamishirasato_etc,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,221,77,0,4,4,18,0,51,188,0,0,0,0,0,17,282,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1209
47,tsuchiura_ishioka_omitama_kasumigaura_etc,167,0,1,0,1,0,12,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1740,26,368,0,222,23,137,113,0,0,0,68,0,7,0,47,17,0,0,21,10,0,10,14,0,213,3255
48,koga_shimotsuma_yachiyo_goka_etc,104,114,53,28,156,0,121,69,62,0,0,0,23,0,0,19,0,68,0,0,0,0,3,0,0,0,0,42,48,58,0,0,183,344,0,0,0,0,177,89,28,26,0,0,0,0,0,0,2091,0,79,0,0,0,0,80,0,0,0,12,0,0,0,0,0,0,326,0,0,503,0,0,0,4906
49,tsukuba_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,296,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
50,joso_bando,383,26,0,0,0,0,25,58,0,0,0,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,35,0,36,145,49,22,0,26,52,0,0,0,1,10,3,0,0,0,0,0,0,35,57,80,456,561,0,0,0,14,0,0,100,36,0,0,0,0,0,0,245,59,0,0,524,0,666,3737
51,ryugasaki_toride_ushiku_moriya_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,12,9,24,0,0,0,0,10,0,127,5,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378
52,inashiki_miho_kawachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,52,0,0,0,0,42,134,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
53,kashima_kamisu_namegata_itako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,2163,0,0,83,0,83,0,0,0,0,0,0,0,522,222,83,69,1095,0,1034,5803
54,mito_hitachi_kasama_hitachinaka_etc,164,0,0,0,0,364,826,151,84,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,366,454,0,0,0,0,0,0,0,0,59,0,94,0,0,0,0,0,67,0,684,917,280,0,294,88,1362,5313,0,0,239,174,160,0,0,334,297,0,0,1946,0,0,0,1,0,153,14971
55,yuki_chikusei_sakuragawa,5,0,5,8,22,3,8,5,8,0,24,0,0,13,0,5,0,0,0,0,0,0,0,0,16,13,60,0,3,11,0,7,0,6,2,0,0,37,47,0,17,27,0,50,0,0,5,84,63,2,0,69,17,93,157,61,30,8,161,52,6,0,68,119,8,0,225,34,171,0,39,91,173,2141
56,maebashi_takasaki_isesaki_shibukawa_etc,9,83,28,203,37,300,16,78,107,66,0,13,24,118,53,32,26,75,0,0,80,21,24,5,109,44,45,6,173,48,16,45,28,98,121,53,5,0,31,90,12,133,24,26,0,0,12,0,18,11,63,24,0,0,94,0,8470,341,123,42,22,0,0,11,197,242,383,256,427,20,78,0,175,13517
57,kiryu_ota_tatebayashi_midori_etc,124,0,0,0,91,10,209,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,12,107,0,0,118,206,41,7,0,0,185,0,0,77,0,0,0,0,0,0,3,0,0,0,0,0,0,0,311,1105,17,3,20,0,0,10,0,0,403,0,0,10,0,0,371,3517
58,utsunomiya_kanuma_moka_kaminokawa_etc,0,21,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,23,0,0,0,0,6,673,3,0,0,0,27,0,0,0,12,9,88,0,0,0,0,0,0,164,144,66,27,0,61,0,59,77,60,12,11,11025,322,24,0,3,4914,0,0,268,315,0,0,1,0,762,19374
59,tochigi_oyama_shimotsuke_nogi_etc,0,0,0,19,0,0,9,14,0,0,0,0,0,0,0,9,0,16,10,0,0,0,0,0,0,0,27,0,34,7,0,0,10,46,17,3,0,0,0,0,0,0,0,0,0,0,0,32,147,0,0,0,0,43,64,48,47,0,700,683,73,0,26,54,0,0,130,0,0,0,1,0,1315,3583
60,ashikaga_sano,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,98,405,48,0,0,0,19,0,0,0,0,93,0,45,32,0,948,0,0,39,210,45,0,0,0,0,0,13,0,913,110,158,231,657,0,32,0,0,0,519,112,299,35,57,65,1428,7256
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ibaraki_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
63,tochigi_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,4,0,0,0,0,0,0,0,0,0,0,0,0,0,614
64,gunma_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
65,gunma_other_ueno_kanna_nanmoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,hokkaido_tohoku,0,0,0,0,1023,20,104,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,1,1,0,5,0,0,0,0,0,173,0,0,62,0,0,0,0,61,0,0,0,0,0,0,0,153,18,0,0,16,40,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778
67,hokuriku,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
68,yamanashi_nagano,0,0,0,0,0,0,0,0,2,0,0,57,0,1,0,0,0,179,0,0,0,0,0,0,12,34,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
69,shizuoka,0,0,0,0,0,0,0,0,0,28,0,198,0,0,30,0,0,2,0,0,0,0,36,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
70,chubu_west,0,380,0,716,0,1,21,50,34,0,0,6,1,0,24,84,0,135,0,0,42,0,16,1,8,3,86,0,10,15,0,0,11,123,26,15,0,259,59,34,0,31,0,4,0,0,1,0,0,0,0,0,0,65,2,52,24,0,95,214,2,0,0,0,0,0,0,0,0,0,0,0,0,2650
71,overseas,0,0,0,76,0,0,1,2,17,28,0,0,0,0,0,0,0,281,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,346,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933
999,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
○chemical_products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(unit: ton/day)
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,1,0,0,6,0,0,0,40,0,0,0,0,46,0,0,0,0,0,0,0,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,62,0,25,32,5,0,0,0,0,0,24,0,0,0,23,4,0,0,0,0,0,0,0,0,0,162,0,0,113,0,0,49,343,162,39,1171
1,tokyo_meguro_shinagawa_ota,6,2595,14,40,54,13,6,29,17,18,14,21,20,30,30,32,3,44,5,0,17,7,4,0,10,2,1,86,2,2,1,0,0,24,0,0,0,39,17,1,0,9,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,54,1,15,33,4,49,152,3682
2,tokyo_toshima_bunkyo_shinjuku_shibuya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,tokyo_arakawa_taito_sumida_koto,162,1628,85,176,66,71,2,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,28,4,0,6,24,0,1,0,44,29,0,0,0,134,3,0,0,31,0,0,0,0,0,59,0,0,0,5,0,0,0,0,3,29,83,0,0,1,0,0,0,27,9,0,3,84,128,23,3042
4,tokyo_nakano_suginami_setagaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5,tokyo_nerima_itabashi_kita,2,4,16,0,56,19,48,22,0,0,0,0,0,11,0,2,15,0,0,0,0,1,0,0,0,0,34,7,5,10,0,0,0,25,2,0,0,0,0,0,0,18,0,0,0,0,7,0,0,0,0,4,0,1,3,0,5,7,4,0,0,0,1,5,0,0,24,4,7,15,60,0,16,463
6,tokyo_adachi_katsushika_edogawa,4,28,4,49,1,19,49,0,0,0,2,0,3,0,24,27,0,5,0,1,0,0,0,0,5,0,39,15,33,34,0,2,0,21,8,0,0,25,15,5,8,25,0,0,0,3,5,4,11,0,1,0,0,0,1,0,8,1,15,7,31,0,8,3,0,0,67,18,3,44,23,0,63,766
