large_zone,region,MFS01,MFS02,MFS03,MFS04,MFS05,MFS06,MFS07,MFS08,MFS09,MFS10,MFS11,MFS12,MFS13,MFS14,MFS15,MFS16,MFS17,MFS18,MFS19,MFS20,MFS21,MFS25,MFS26,MFS27,MFS28,MFS29,MFS30,MFS31,MFS32,MFS33,MFS38,MFS39,MFS40,MFS41,MFS42,MFS43,MFS44,MFS22,MFS23,MFS24,MFS34,MFS35,MFS36,MFS37,MFS45,MFS46,MFS47,MFS48,MFS49,MFS50,MFS51,MFS52,MFS53,MFS54,MFS55,MFS56,MFS57,MFS58,MFS65,MFS66,MFS59,MFS60,MFS61,MFS64,MFS63,MFS67,MFS68,MFS69,MFS70,MFS71,PRF01,PRF02,PRF03,PRF04,PRF05,PRF06,PRF07,PRF15,PRF16,PRF17,PRF18,PRF19,PRF20,PRF22,PRF21,PRF23,PRF24,PRF31,PRF32,PRF33,PRF34,PRF35,PRF36,PRF37,PRF38,PRF39,PRF40,PRF41,PRF42,PRF43,PRF44,PRF45,PRF46,PRF47,OSK01,OSK02,OSK03,OSK04,OSK05,OSK06,OSK07,OSK08,OSK09,OSK10,OSK11,OSK12,OSK13,OSK14,OSK15,OSK16,OSK17,OSK18,OSK19,OSK20,OSK21,OSK22,OSK23,OSK24,OSK25,OSK26,OSK27,OSK28,OSK29,OSK30
71,PRF02,29.2,53.8,5.7,26.5,11.2,135.7,17.1,23.3,17.3,7.7,5.1,69.3,6.6,11.5,11.8,11.1,5.0,7.1,1.1,0.3,20.6,20.7,15.9,16.9,14.4,25.8,20.7,5.8,8.7,10.5,10.3,28.4,10.8,3.8,19.2,4.1,4.8,4.0,2.2,5.6,24.7,21.8,2.0,9.2,3.9,5.4,15.0,8.1,8.4,9.2,12.2,2.1,3.4,5.0,23.5,8.4,33.2,17.6,0.0,0.0,19.8,13.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,875.1,105.9,67.7,71.2,27.1,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,PRF03,30.6,56.3,6.0,27.8,11.7,142.0,17.9,24.4,18.2,8.0,5.3,72.5,6.9,12.0,12.4,11.7,5.3,7.4,1.2,0.4,21.5,21.6,16.6,17.7,15.0,27.1,21.7,6.1,9.1,10.9,10.8,29.7,11.3,4.0,20.1,4.3,5.1,4.2,2.3,5.9,25.9,22.9,2.0,9.6,4.1,5.7,15.7,8.5,8.8,9.6,12.7,2.2,3.6,5.3,24.6,8.8,34.7,18.4,0.0,0.0,20.7,14.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,105.9,916.3,166.2,135.6,59.2,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,PRF04,63.6,117.1,12.4,57.7,24.4,295.3,37.2,50.7,37.7,16.6,11.1,150.8,14.4,25.0,25.7,24.2,10.9,15.4,2.4,0.7,44.8,45.0,34.6,36.8,31.3,56.2,45.1,12.6,18.9,22.8,22.4,61.8,23.5,8.3,41.8,8.9,10.5,8.7,4.8,12.2,53.8,47.5,4.3,20.0,8.5,11.8,32.6,17.6,18.3,20.0,26.5,4.6,7.4,10.9,51.1,18.3,72.2,38.3,0.0,0.0,43.1,30.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,67.7,166.2,1904.7,104.2,818.9,986.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,PRF05,21.7,39.9,4.2,19.7,8.3,100.5,12.7,17.3,12.9,5.7,3.8,51.3,4.9,8.5,8.8,8.3,3.7,5.2,0.8,0.3,15.2,15.3,11.8,12.5,10.6,19.2,15.4,4.3,6.4,7.7,7.6,21.0,8.0,2.8,14.2,3.0,3.6,3.0,1.6,4.2,18.3,16.2,1.4,6.8,2.9,4.0,11.1,6.0,6.2,6.8,9.0,1.6,2.5,3.7,17.4,6.2,24.6,13.0,0.0,0.0,14.7,10.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,71.2,135.6,104.2,648.6,46.2,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,PRF06,26.1,48.1,5.1,23.7,10.0,121.3,15.3,20.8,15.5,6.8,4.6,61.9,5.9,10.3,10.6,10.0,4.5,6.3,1.0,0.3,18.4,18.5,14.2,15.1,12.8,23.1,18.5,5.2,7.8,9.3,9.2,25.4,9.7,3.4,17.2,3.6,4.3,3.6,2.0,5.0,22.1,19.5,1.7,8.2,3.5,4.9,13.4,7.2,7.5,8.2,10.9,1.9,3.0,4.5,21.0,7.5,29.6,15.7,0.0,0.0,17.7,12.3,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,27.1,59.2,818.9,46.2,782.5,542.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,PRF07,49.5,91.2,9.6,44.9,19.0,229.8,28.9,39.5,29.4,13.0,8.6,117.4,11.2,19.4,20.0,18.9,8.5,12.0,1.9,0.6,34.8,35.0,26.9,28.7,24.3,43.8,35.1,9.8,14.7,17.7,17.4,48.1,18.3,6.5,32.5,6.9,8.2,6.8,3.7,9.5,41.9,37.0,3.3,15.6,6.6,9.2,25.3,13.7,14.3,15.6,20.6,3.6,5.8,8.5,39.7,14.3,56.2,29.8,0.0,0.0,33.6,23.3,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,39.8,78.3,986.7,56.7,542.6,1482.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,PRF15,143.0,39.3,22.7,92.7,4.1,48.2,37.7,50.6,32.0,25.9,25.5,42.1,8.9,18.2,17.8,12.6,12.2,38.1,4.1,4.1,25.5,40.5,32.0,34.8,34.0,65.2,57.9,8.1,18.2,36.0,23.9,25.9,15.8,8.1,45.4,8.1,19.4,24.3,12.2,6.9,76.1,37.7,23.9,3.6,8.5,11.3,26.3,9.7,23.1,6.5,13.0,4.9,10.1,19.0,48.2,10.9,135.3,50.6,0.0,0.0,37.7,34.8,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169.8,620.9,443.7,204.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,PRF16,79.1,21.7,12.5,51.3,2.2,26.7,20.8,28.0,17.7,14.3,14.1,23.3,4.9,10.1,9.9,6.9,6.7,21.1,2.2,2.2,14.1,22.4,17.7,19.3,18.8,36.1,32.0,4.5,10.1,19.9,13.2,14.3,8.7,4.5,25.1,4.5,10.8,13.4,6.7,3.8,42.1,20.8,13.2,2.0,4.7,6.3,14.6,5.4,12.8,3.6,7.2,2.7,5.6,10.5,26.7,6.0,74.8,28.0,0.0,0.0,20.8,19.3,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.9,2306.2,2605.3,474.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,PRF17,77.3,21.2,12.3,50.2,2.2,26.1,20.4,27.4,17.3,14.0,13.8,22.8,4.8,9.9,9.6,6.8,6.6,20.6,2.2,2.2,13.8,21.9,17.3,18.8,18.4,35.3,31.3,4.4,9.9,19.5,12.9,14.0,8.5,4.4,24.5,4.4,10.5,13.1,6.6,3.7,41.2,20.4,12.9,2.0,4.6,6.1,14.2,5.3,12.5,3.5,7.0,2.6,5.5,10.3,26.1,5.9,73.1,27.4,0.0,0.0,20.4,18.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.7,2605.3,2254.8,801.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,PRF18,53.7,14.7,8.5,34.8,1.5,18.1,14.1,19.0,12.0,9.7,9.6,15.8,3.3,6.8,6.7,4.7,4.6,14.3,1.5,1.5,9.6,15.2,12.0,13.1,12.8,24.5,21.7,3.0,6.8,13.5,9.0,9.7,5.9,3.0,17.0,3.0,7.3,9.1,4.6,2.6,28.6,14.1,9.0,1.4,3.2,4.3,9.9,3.6,8.7,2.4,4.9,1.8,3.8,7.1,18.1,4.1,50.8,19.0,0.0,0.0,14.1,13.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.4,474.9,801.1,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,PRF19,17.6,42.0,9.1,19.6,1.7,19.3,17.0,59.4,43.2,13.3,5.7,18.5,25.6,13.6,31.5,13.1,8.5,46.3,0.0,0.9,11.9,15.6,30.1,36.1,17.9,45.4,11.4,8.0,20.7,11.4,13.6,10.2,6.0,7.4,23.3,1.7,4.0,13.6,11.1,10.8,21.9,23.0,6.0,19.6,9.7,5.4,11.9,8.0,6.0,6.2,5.4,6.5,0.0,0.9,12.2,6.5,64.8,31.8,0.0,0.0,9.4,31.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2924.0,6789.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,PRF20,44.4,106.0,22.9,49.4,4.3,48.7,43.0,149.6,108.8,33.7,14.3,46.5,64.4,34.4,79.5,32.9,21.5,116.7,0.0,2.1,30.1,39.4,75.9,90.9,45.1,114.6,28.6,20.0,52.3,28.6,34.4,25.8,15.0,18.6,58.7,4.3,10.0,34.4,27.9,27.2,55.1,58.0,15.0,49.4,24.3,13.6,30.1,20.0,15.0,15.8,13.6,16.5,0.0,2.1,30.8,16.5,163.2,80.2,0.0,0.0,23.6,80.2,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6789.2,7371.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,PRF22,25.0,165.0,48.0,66.0,27.0,157.0,108.0,121.0,100.0,45.0,272.0,253.0,52.0,70.0,213.0,256.0,16.0,62.0,0.0,8.0,174.0,239.0,158.0,91.0,183.0,153.0,209.0,41.0,47.0,65.0,66.0,104.0,84.0,103.0,76.0,12.0,24.0,72.0,106.0,70.0,73.0,73.0,25.0,30.0,5.0,42.0,207.0,33.0,38.0,18.0,35.0,20.0,6.0,25.0,52.0,42.0,220.0,142.0,0.0,0.0,95.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10295.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,PRF21,41.9,65.6,12.7,30.2,5.9,27.7,23.2,22.1,18.9,8.9,9.2,43.5,6.7,11.6,12.3,20.0,5.8,15.5,0.9,0.7,15.5,28.2,18.9,19.9,14.7,29.7,33.9,1.8,8.9,17.5,8.0,25.6,9.8,10.3,19.3,8.9,16.8,11.7,6.4,4.6,24.5,12.3,3.2,2.0,1.9,4.4,8.1,17.0,9.1,7.5,7.2,5.2,2.6,9.7,15.0,3.8,39.1,20.1,0.0,0.0,17.7,15.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.5,315.8,34.1,1.5,0.9,4.9,4.1,1.5,2.2,2.4,1.7,1.0,3.6,0.5,0.7,1.1,1.0,0.6,0.8,0.3,17.8,6.9,3.6,1.6,9.7,2.0,17.8,6.3,37.2,1.6,4.8,3.4,19.6,7.3,1.9,3.5,0.4,0.6,4.4,1.2,9.2,3.4,2.2,0.1,0.5,3.4,0.1,0.1,0.1,0.0
85,PRF23,224.5,351.4,68.0,162.1,31.9,148.3,124.1,118.5,101.3,47.6,49.4,233.1,35.8,62.1,66.1,107.2,30.9,83.0,4.9,3.9,82.9,151.2,101.4,106.7,78.9,159.1,181.7,9.9,47.6,93.6,42.6,137.4,52.3,55.1,103.3,47.6,90.2,62.6,34.3,24.7,131.1,66.0,17.0,10.6,10.4,23.5,43.5,91.4,48.6,40.1,38.7,27.6,14.2,51.8,80.6,20.5,209.7,107.6,0.0,0.0,95.0,83.9,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.8,1755.3,247.6,7.0,4.7,24.8,21.1,7.5,11.4,12.2,8.9,5.0,18.9,2.6,3.6,5.7,5.3,3.3,4.1,1.4,85.3,32.9,17.4,7.5,44.9,9.2,82.8,32.3,190.9,8.1,24.7,17.5,100.6,36.8,9.5,17.6,2.2,3.3,22.0,5.9,46.4,19.2,12.3,0.4,2.9,17.9,0.7,0.4,0.7,0.0
86,PRF24,45.2,70.8,13.7,32.7,6.4,29.9,25.0,23.9,20.4,9.6,10.0,47.0,7.2,12.5,13.3,21.6,6.2,16.7,1.0,0.8,16.7,30.5,20.4,21.5,15.9,32.0,36.6,2.0,9.6,18.9,8.6,27.7,10.5,11.1,20.8,9.6,18.2,12.6,6.9,5.0,26.4,13.3,3.4,2.1,2.1,4.7,8.8,18.4,9.8,8.1,7.8,5.6,2.9,10.4,16.2,4.1,42.3,21.7,0.0,0.0,19.1,16.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,247.6,353.7,1.6,1.1,6.4,5.0,1.7,3.3,3.3,2.2,1.3,4.3,0.6,0.8,1.3,1.3,0.8,0.9,0.3,34.0,13.1,6.9,2.5,15.0,3.1,27.7,12.2,72.3,3.1,9.3,6.6,38.1,11.9,3.1,5.7,0.7,1.1,7.1,1.9,15.0,9.4,6.0,0.2,1.4,6.1,0.3,0.1,0.2,0.0
87,PRF31,10.1,15.7,3.0,7.3,1.4,6.6,5.6,5.3,4.5,2.1,2.2,10.4,1.6,2.8,3.0,4.8,1.4,3.7,0.2,0.2,3.7,6.8,4.5,4.8,3.5,7.1,8.1,0.4,2.1,4.2,1.9,6.2,2.3,2.5,4.6,2.1,4.0,2.8,1.5,1.1,5.9,3.0,0.8,0.5,0.5,1.1,1.9,4.1,2.2,1.8,1.7,1.2,0.6,2.3,3.6,0.9,9.4,4.8,0.0,0.0,4.3,3.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.0,1.6,78.6,0.9,5.3,2.8,0.8,1.0,1.7,0.9,0.5,1.6,0.2,0.3,0.4,0.5,0.2,0.3,0.1,1.1,0.4,0.2,0.2,1.2,0.2,2.2,1.3,7.8,0.3,1.0,0.7,4.1,2.6,0.7,1.2,0.2,0.2,1.5,0.4,3.2,0.5,0.3,0.0,0.1,1.0,0.0,0.0,0.0,0.0
88,PRF32,14.0,21.9,4.2,10.1,2.0,9.2,7.7,7.4,6.3,3.0,3.1,14.5,2.2,3.9,4.1,6.7,1.9,5.2,0.3,0.2,5.2,9.4,6.3,6.6,4.9,9.9,11.3,0.6,3.0,5.8,2.7,8.5,3.3,3.4,6.4,3.0,5.6,3.9,2.1,1.5,8.2,4.1,1.1,0.7,0.6,1.5,2.7,5.7,3.0,2.5,2.4,1.7,0.9,3.2,5.0,1.3,13.0,6.7,0.0,0.0,5.9,5.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,4.7,1.1,0.9,109.2,3.7,8.5,2.3,0.7,1.4,1.8,0.6,3.8,0.5,0.5,0.9,1.0,0.4,0.5,0.1,0.6,0.2,0.1,0.1,0.6,0.1,1.1,0.7,4.0,0.2,0.5,0.4,2.1,1.2,0.3,0.6,0.1,0.1,0.7,0.2,1.6,0.3,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.0
89,PRF33,43.0,67.3,13.0,31.1,6.1,28.4,23.8,22.7,19.4,9.1,9.5,44.6,6.9,11.9,12.7,20.5,5.9,15.9,0.9,0.8,15.9,29.0,19.4,20.4,15.1,30.5,34.8,1.9,9.1,17.9,8.2,26.3,10.0,10.5,19.8,9.1,17.3,12.0,6.6,4.7,25.1,12.6,3.3,2.0,2.0,4.5,8.3,17.5,9.3,7.7,7.4,5.3,2.7,9.9,15.4,3.9,40.2,20.6,0.0,0.0,18.2,16.1,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,24.8,6.4,5.3,3.7,336.2,21.2,4.7,10.5,30.6,8.4,4.5,8.8,1.2,1.4,2.5,2.9,1.3,1.5,0.3,4.1,1.6,0.8,0.7,4.2,0.9,7.7,5.7,33.8,1.4,4.4,3.1,17.8,12.4,3.2,5.9,0.8,1.1,7.4,2.0,15.7,2.4,1.6,0.0,0.4,6.6,0.3,0.1,0.2,0.0
90,PRF34,67.0,104.9,20.3,48.4,9.5,44.3,37.0,35.4,30.2,14.2,14.8,69.6,10.7,18.5,19.7,32.0,9.2,24.8,1.5,1.2,24.7,45.1,30.3,31.9,23.6,47.5,54.2,3.0,14.2,27.9,12.7,41.0,15.6,16.4,30.8,14.2,26.9,18.7,10.2,7.4,39.1,19.7,5.1,3.2,3.1,7.0,13.0,27.3,14.5,12.0,11.6,8.2,4.2,15.5,24.1,6.1,62.6,32.1,0.0,0.0,28.3,25.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,21.1,5.0,2.8,8.5,21.2,524.0,28.3,4.8,9.6,38.4,6.5,29.1,3.5,3.8,7.2,10.5,3.1,3.4,0.6,2.9,1.1,0.6,0.5,2.7,0.6,5.0,3.3,19.5,0.8,2.5,1.8,10.3,5.9,1.5,2.8,0.4,0.5,3.5,0.9,7.5,1.6,1.0,0.0,0.2,3.5,0.1,0.1,0.1,0.0
91,PRF35,32.4,50.7,9.8,23.4,4.6,21.4,17.9,17.1,14.6,6.9,7.1,33.6,5.2,9.0,9.5,15.5,4.5,12.0,0.7,0.6,12.0,21.8,14.6,15.4,11.4,22.9,26.2,1.4,6.9,13.5,6.1,19.8,7.6,7.9,14.9,6.9,13.0,9.0,4.9,3.6,18.9,9.5,2.5,1.5,1.5,3.4,6.3,13.2,7.0,5.8,5.6,4.0,2.0,7.5,11.6,3.0,30.3,15.5,0.0,0.0,13.7,12.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.5,1.7,0.8,2.3,4.7,28.3,253.2,1.3,2.2,7.4,1.7,33.5,3.4,3.0,5.8,8.6,1.9,2.1,0.3,0.9,0.4,0.2,0.1,0.9,0.2,1.6,1.0,6.1,0.3,0.8,0.6,3.2,1.8,0.5,0.9,0.1,0.2,1.1,0.3,2.3,0.6,0.4,0.0,0.1,1.1,0.0,0.0,0.0,0.0
92,PRF36,16.8,26.2,5.1,12.1,2.4,11.1,9.3,8.8,7.6,3.5,3.7,17.4,2.7,4.6,4.9,8.0,2.3,6.2,0.4,0.3,6.2,11.3,7.6,8.0,5.9,11.9,13.6,0.7,3.5,7.0,3.2,10.3,3.9,4.1,7.7,3.5,6.7,4.7,2.6,1.8,9.8,4.9,1.3,0.8,0.8,1.8,3.2,6.8,3.6,3.0,2.9,2.1,1.1,3.9,6.0,1.5,15.6,8.0,0.0,0.0,7.1,6.3,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.4,3.3,1.0,0.7,10.5,4.8,1.3,131.0,10.2,2.5,2.2,2.9,0.4,0.5,0.9,1.0,0.5,0.6,0.1,1.9,0.8,0.4,0.3,2.0,0.4,3.6,3.3,19.5,0.8,2.5,1.8,10.3,7.0,1.8,3.3,0.4,0.6,4.2,1.1,8.8,1.7,1.1,0.0,0.3,7.8,0.3,0.2,0.3,0.0
93,PRF37,21.2,33.2,6.4,15.3,3.0,14.0,11.7,11.2,9.6,4.5,4.7,22.0,3.4,5.9,6.3,10.1,2.9,7.8,0.5,0.4,7.8,14.3,9.6,10.1,7.5,15.0,17.2,0.9,4.5,8.8,4.0,13.0,4.9,5.2,9.8,4.5,8.5,5.9,3.2,2.3,12.4,6.2,1.6,1.0,1.0,2.2,4.1,8.6,4.6,3.8,3.7,2.6,1.3,4.9,7.6,1.9,19.8,10.2,0.0,0.0,9.0,7.9,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,12.2,3.3,1.7,1.4,30.6,9.6,2.2,10.2,165.9,4.6,3.3,4.3,0.6,0.7,1.3,1.5,0.7,0.8,0.2,2.0,0.8,0.4,0.3,2.0,0.4,3.7,3.0,17.6,0.7,2.3,1.6,9.3,6.5,1.7,3.1,0.4,0.6,3.9,1.0,8.1,1.3,0.8,0.0,0.2,4.3,0.2,0.1,0.2,0.0
94,PRF38,27.4,42.8,8.3,19.8,3.9,18.1,15.1,14.4,12.3,5.8,6.0,28.4,4.4,7.6,8.1,13.1,3.8,10.1,0.6,0.5,10.1,18.4,12.4,13.0,9.6,19.4,22.2,1.2,5.8,11.4,5.2,16.7,6.4,6.7,12.6,5.8,11.0,7.6,4.2,3.0,16.0,8.0,2.1,1.3,1.3,2.9,5.3,11.1,5.9,4.9,4.7,3.4,1.7,6.3,9.8,2.5,25.6,13.1,0.0,0.0,11.6,10.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8.9,2.2,0.9,1.8,8.4,38.4,7.4,2.5,4.6,213.9,6.2,11.0,1.4,1.6,3.3,5.6,1.6,1.6,0.3,1.2,0.5,0.2,0.2,1.1,0.2,2.1,1.4,8.5,0.4,1.1,0.8,4.5,2.6,0.7,1.2,0.2,0.2,1.5,0.4,3.3,0.7,0.5,0.0,0.1,1.7,0.1,0.0,0.1,0.0
